NOTE: This will not be used for training
img,dir,num bees,num female,num male,num unknown
ID_2_2021-05-25_11-10-31.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,0,0,2
ID_2_2021-05-24_10-43-20.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,1,0,2
ID_2_2021-06-02_16-58-54.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_17-41-45.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-06-08_18-00-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_08-32-01.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-28_10-57-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,8,3,1,4
ID_2_2021-05-28_17-55-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-06-07_14-43-39.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,1,0
ID_2_2021-05-30_11-11-15.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,0,3
ID_2_2021-06-06_08-55-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-06_16-59-27.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_12-33-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,10,7,0,3
ID_2_2021-05-25_10-27-02.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-24_16-11-02.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-05-26_13-59-23.xml,data/Raw data/Pictures LE/pictures_hive2/labels,25,14,0,11
ID_2_2021-05-28_11-26-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,3,0,3
ID_2_2021-05-31_14-15-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_16-14-40.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_12-05-52.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-10_08-47-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,4,0,1
ID_2_2021-06-03_13-19-28.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_11-26-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-30_12-44-02.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,0,0,2
ID_2_2021-06-06_14-42-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,5,0,0
ID_2_2021-05-30_17-06-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,1,0,3
ID_2_2021-06-06_17-31-04.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-28_17-24-07.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-28_11-59-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,2,0,4
ID_2_2021-06-03_12-36-26.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_15-08-04.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,2,1,3
ID_2_2021-05-30_15-53-42.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,1,1,3
ID_2_2021-05-24_12-50-06.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,2,0,2
ID_2_2021-05-31_07-56-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-10_13-16-35.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,1,0,1
ID_2_2021-06-02_13-18-45.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-05-24_14-36-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,1,0,2
ID_2_2021-06-01_09-40-09.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_19-19-44.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-08_11-49-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_12-10-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,6,0,1
ID_2_2021-05-26_12-45-42.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_10-23-24.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-27_14-55-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,17,12,0,5
ID_2_2021-06-03_09-08-20.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_10-42-40.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,7,0,0
ID_2_2021-06-03_19-33-43.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-27_15-38-56.xml,data/Raw data/Pictures LE/pictures_hive2/labels,15,6,0,9
ID_2_2021-05-28_10-32-00.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,1,0,2
ID_2_2021-06-02_17-50-47.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-24_16-22-03.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-06-02_10-41-16.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,5,0,0
ID_2_2021-06-06_10-33-50.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-05-28_16-00-30.xml,data/Raw data/Pictures LE/pictures_hive2/labels,9,3,0,6
ID_2_2021-06-07_07-29-26.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_10-22-06.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-01_09-19-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-03_09-28-59.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-10_08-16-54.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,3,0,4
ID_2_2021-05-26_15-30-28.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,3,0,4
ID_2_2021-05-31_07-04-09.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_11-14-08.xml,data/Raw data/Pictures LE/pictures_hive2/labels,8,5,0,3
ID_2_2021-06-01_14-41-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-01_10-21-30.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-05-31_08-17-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-24_14-25-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-09_10-28-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,0,0,3
ID_2_2021-06-03_08-36-56.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_17-31-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_12-57-01.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-04_08-14-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-30_20-01-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,1,0,1
ID_2_2021-06-01_12-26-14.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-06-03_16-35-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_12-37-03.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_13-33-25.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,1,2
ID_2_2021-06-04_08-25-00.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-02_14-52-58.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-07_18-14-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-25_10-48-56.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,0,0,2
ID_2_2021-06-10_07-24-36.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_08-42-26.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-24_14-15-03.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,1,1,4
ID_2_2021-05-28_13-16-22.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,0,0,3
ID_2_2021-05-24_13-43-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,0,1,1
ID_2_2021-05-26_11-19-41.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,0,1
ID_2_2021-05-31_08-59-12.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-05-25_10-15-59.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-06-10_12-24-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,0,3
ID_2_2021-06-07_08-00-41.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_14-56-10.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-07_19-15-26.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-08_12-10-49.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-30_11-00-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,1,0,1
ID_2_2021-06-09_17-50-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_08-48-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-03_14-01-27.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-26_10-16-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,1,0,2
ID_2_2021-05-24_10-14-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-05-26_10-13-50.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_10-47-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,5,0,2
ID_2_2021-06-07_08-52-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-10_12-55-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-10_09-59-59.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_17-17-21.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_13-08-02.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_11-23-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_11-37-38.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,3,0,1
ID_2_2021-06-03_14-11-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_15-56-23.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-01_11-13-42.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-09_19-07-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-08_18-42-20.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-30_08-27-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-06-06_10-02-25.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-06-03_15-31-59.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_18-32-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_10-31-15.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-06_11-37-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-09_15-30-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,2,0,4
ID_2_2021-05-30_20-44-28.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-26_09-32-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,5,0,2
ID_2_2021-05-31_09-30-19.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-06-11_07-51-43.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,3,0,3
ID_2_2021-05-30_11-42-09.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,5,0,1
ID_2_2021-05-31_12-26-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_12-49-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-31_13-54-08.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,3,1,3
ID_2_2021-05-26_15-19-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,0,1
ID_2_2021-05-24_13-11-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,1,0,1
ID_2_2021-05-27_14-31-39.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_15-39-34.xml,data/Raw data/Pictures LE/pictures_hive2/labels,11,6,1,4
ID_2_2021-06-01_13-28-35.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-02_09-48-38.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-05-30_09-08-23.xml,data/Raw data/Pictures LE/pictures_hive2/labels,8,8,0,0
ID_2_2021-05-24_10-21-51.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,0,1
ID_2_2021-06-03_10-41-36.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-05-27_14-10-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,0,0,2
ID_2_2021-05-27_16-54-25.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,4,0,3
ID_2_2021-05-24_10-32-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,3,0,1
ID_2_2021-06-07_11-16-24.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-03_17-07-05.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-27_13-18-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,0,0,4
ID_2_2021-05-30_10-50-40.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_08-05-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-07_10-55-14.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-09_09-04-37.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_15-03-25.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-27_14-42-16.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-05-25_18-13-26.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-25_11-42-45.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,0,1
ID_2_2021-06-01_13-07-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,0,3
ID_2_2021-05-28_13-05-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,2,0,4
ID_2_2021-06-03_14-49-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-30_10-30-05.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,0,1
ID_2_2021-06-06_20-36-49.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-02_11-12-55.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-09_20-04-16.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-30_08-58-05.xml,data/Raw data/Pictures LE/pictures_hive2/labels,8,6,0,2
ID_2_2021-05-24_14-53-09.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-05-28_14-10-03.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,4,0,2
ID_2_2021-06-03_08-16-12.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-31_17-30-19.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-06-07_08-11-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-09_16-09-00.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-27_14-00-17.xml,data/Raw data/Pictures LE/pictures_hive2/labels,25,17,0,8
ID_2_2021-06-02_15-03-24.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_13-37-52.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,3,0,1
ID_2_2021-05-27_16-43-40.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,3,0,1
ID_2_2021-06-02_11-02-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,3,0,0
ID_2_2021-06-06_15-41-36.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-26_12-59-25.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_10-01-21.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,5,0,0
ID_2_2021-05-24_13-54-14.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,4,0,1
ID_2_2021-06-09_15-19-46.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_18-43-40.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-01_11-44-52.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-05-30_19-09-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,9,2,0,7
ID_2_2021-05-31_11-34-48.xml,data/Raw data/Pictures LE/pictures_hive2/labels,6,2,0,4
ID_2_2021-05-31_16-34-38.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-07_13-10-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-06_07-38-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-06-10_10-30-53.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,0,1,0
ID_2_2021-05-30_08-37-30.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,4,0,1
ID_2_2021-06-02_15-35-09.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-03_09-39-18.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-30_19-41-02.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,1,0,1
ID_2_2021-06-03_13-29-52.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-06-02_13-29-13.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-31_11-24-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,7,6,0,1
ID_2_2021-06-08_20-02-16.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,0,3
ID_2_2021-06-01_12-05-32.xml,data/Raw data/Pictures LE/pictures_hive2/labels,3,2,0,1
ID_2_2021-06-01_12-36-33.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,2,0,2
ID_2_2021-05-30_08-16-52.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-31_19-15-30.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
ID_2_2021-05-28_16-31-44.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,4,0,1
ID_2_2021-06-02_11-44-29.xml,data/Raw data/Pictures LE/pictures_hive2/labels,2,2,0,0
ID_2_2021-05-28_12-54-57.xml,data/Raw data/Pictures LE/pictures_hive2/labels,5,2,0,3
ID_2_2021-05-31_09-40-42.xml,data/Raw data/Pictures LE/pictures_hive2/labels,4,4,0,0
ID_2_2021-06-01_18-13-42.xml,data/Raw data/Pictures LE/pictures_hive2/labels,1,1,0,0
